row_id,path,symbol_id,latex
87,hasy-capital-letters-imgs/v2-00087.png,39,I
88,hasy-capital-letters-imgs/v2-00088.png,39,I
89,hasy-capital-letters-imgs/v2-00089.png,39,I
90,hasy-capital-letters-imgs/v2-00090.png,39,I
91,hasy-capital-letters-imgs/v2-00091.png,39,I
92,hasy-capital-letters-imgs/v2-00092.png,39,I
93,hasy-capital-letters-imgs/v2-00093.png,40,J
94,hasy-capital-letters-imgs/v2-00094.png,40,J
95,hasy-capital-letters-imgs/v2-00095.png,40,J
96,hasy-capital-letters-imgs/v2-00096.png,40,J
97,hasy-capital-letters-imgs/v2-00097.png,40,J
98,hasy-capital-letters-imgs/v2-00098.png,40,J
99,hasy-capital-letters-imgs/v2-00099.png,40,J
100,hasy-capital-letters-imgs/v2-00100.png,40,J
101,hasy-capital-letters-imgs/v2-00101.png,40,J
102,hasy-capital-letters-imgs/v2-00102.png,40,J
103,hasy-capital-letters-imgs/v2-00103.png,40,J
104,hasy-capital-letters-imgs/v2-00104.png,41,K
105,hasy-capital-letters-imgs/v2-00105.png,41,K
106,hasy-capital-letters-imgs/v2-00106.png,41,K
107,hasy-capital-letters-imgs/v2-00107.png,41,K
108,hasy-capital-letters-imgs/v2-00108.png,41,K
109,hasy-capital-letters-imgs/v2-00109.png,41,K
110,hasy-capital-letters-imgs/v2-00110.png,41,K
111,hasy-capital-letters-imgs/v2-00111.png,41,K
112,hasy-capital-letters-imgs/v2-00112.png,41,K
113,hasy-capital-letters-imgs/v2-00113.png,41,K
114,hasy-capital-letters-imgs/v2-00114.png,41,K
115,hasy-capital-letters-imgs/v2-00115.png,42,L
116,hasy-capital-letters-imgs/v2-00116.png,42,L
117,hasy-capital-letters-imgs/v2-00117.png,42,L
118,hasy-capital-letters-imgs/v2-00118.png,42,L
119,hasy-capital-letters-imgs/v2-00119.png,42,L
120,hasy-capital-letters-imgs/v2-00120.png,42,L
121,hasy-capital-letters-imgs/v2-00121.png,42,L
122,hasy-capital-letters-imgs/v2-00122.png,42,L
123,hasy-capital-letters-imgs/v2-00123.png,42,L
124,hasy-capital-letters-imgs/v2-00124.png,42,L
125,hasy-capital-letters-imgs/v2-00125.png,42,L
126,hasy-capital-letters-imgs/v2-00126.png,43,M
127,hasy-capital-letters-imgs/v2-00127.png,43,M
128,hasy-capital-letters-imgs/v2-00128.png,43,M
129,hasy-capital-letters-imgs/v2-00129.png,43,M
130,hasy-capital-letters-imgs/v2-00130.png,43,M
131,hasy-capital-letters-imgs/v2-00131.png,43,M
132,hasy-capital-letters-imgs/v2-00132.png,43,M
133,hasy-capital-letters-imgs/v2-00133.png,43,M
134,hasy-capital-letters-imgs/v2-00134.png,43,M
135,hasy-capital-letters-imgs/v2-00135.png,43,M
136,hasy-capital-letters-imgs/v2-00136.png,43,M
137,hasy-capital-letters-imgs/v2-00137.png,43,M
138,hasy-capital-letters-imgs/v2-00138.png,44,N
139,hasy-capital-letters-imgs/v2-00139.png,44,N
140,hasy-capital-letters-imgs/v2-00140.png,44,N
141,hasy-capital-letters-imgs/v2-00141.png,44,N
142,hasy-capital-letters-imgs/v2-00142.png,44,N
143,hasy-capital-letters-imgs/v2-00143.png,44,N
144,hasy-capital-letters-imgs/v2-00144.png,44,N
145,hasy-capital-letters-imgs/v2-00145.png,44,N
146,hasy-capital-letters-imgs/v2-00146.png,44,N
147,hasy-capital-letters-imgs/v2-00147.png,44,N
148,hasy-capital-letters-imgs/v2-00148.png,44,N
149,hasy-capital-letters-imgs/v2-00149.png,45,O
150,hasy-capital-letters-imgs/v2-00150.png,45,O
151,hasy-capital-letters-imgs/v2-00151.png,45,O
152,hasy-capital-letters-imgs/v2-00152.png,45,O
153,hasy-capital-letters-imgs/v2-00153.png,45,O
154,hasy-capital-letters-imgs/v2-00154.png,45,O
155,hasy-capital-letters-imgs/v2-00155.png,45,O
156,hasy-capital-letters-imgs/v2-00156.png,45,O
157,hasy-capital-letters-imgs/v2-00157.png,45,O
158,hasy-capital-letters-imgs/v2-00158.png,46,P
159,hasy-capital-letters-imgs/v2-00159.png,46,P
160,hasy-capital-letters-imgs/v2-00160.png,46,P
161,hasy-capital-letters-imgs/v2-00161.png,46,P
162,hasy-capital-letters-imgs/v2-00162.png,46,P
163,hasy-capital-letters-imgs/v2-00163.png,46,P
164,hasy-capital-letters-imgs/v2-00164.png,46,P
165,hasy-capital-letters-imgs/v2-00165.png,46,P
166,hasy-capital-letters-imgs/v2-00166.png,47,Q
167,hasy-capital-letters-imgs/v2-00167.png,47,Q
168,hasy-capital-letters-imgs/v2-00168.png,47,Q
169,hasy-capital-letters-imgs/v2-00169.png,47,Q
170,hasy-capital-letters-imgs/v2-00170.png,47,Q
171,hasy-capital-letters-imgs/v2-00171.png,47,Q
172,hasy-capital-letters-imgs/v2-00172.png,47,Q
173,hasy-capital-letters-imgs/v2-00173.png,48,R
174,hasy-capital-letters-imgs/v2-00174.png,48,R
175,hasy-capital-letters-imgs/v2-00175.png,48,R
176,hasy-capital-letters-imgs/v2-00176.png,48,R
177,hasy-capital-letters-imgs/v2-00177.png,48,R
178,hasy-capital-letters-imgs/v2-00178.png,48,R
179,hasy-capital-letters-imgs/v2-00179.png,48,R
180,hasy-capital-letters-imgs/v2-00180.png,48,R
181,hasy-capital-letters-imgs/v2-00181.png,48,R
182,hasy-capital-letters-imgs/v2-00182.png,49,S
183,hasy-capital-letters-imgs/v2-00183.png,49,S
184,hasy-capital-letters-imgs/v2-00184.png,49,S
185,hasy-capital-letters-imgs/v2-00185.png,49,S
186,hasy-capital-letters-imgs/v2-00186.png,49,S
187,hasy-capital-letters-imgs/v2-00187.png,49,S
188,hasy-capital-letters-imgs/v2-00188.png,49,S
189,hasy-capital-letters-imgs/v2-00189.png,50,T
190,hasy-capital-letters-imgs/v2-00190.png,50,T
191,hasy-capital-letters-imgs/v2-00191.png,50,T
192,hasy-capital-letters-imgs/v2-00192.png,50,T
193,hasy-capital-letters-imgs/v2-00193.png,50,T
194,hasy-capital-letters-imgs/v2-00194.png,50,T
195,hasy-capital-letters-imgs/v2-00195.png,51,U
196,hasy-capital-letters-imgs/v2-00196.png,51,U
197,hasy-capital-letters-imgs/v2-00197.png,51,U
198,hasy-capital-letters-imgs/v2-00198.png,51,U
199,hasy-capital-letters-imgs/v2-00199.png,51,U
200,hasy-capital-letters-imgs/v2-00200.png,51,U
201,hasy-capital-letters-imgs/v2-00201.png,52,V
202,hasy-capital-letters-imgs/v2-00202.png,52,V
203,hasy-capital-letters-imgs/v2-00203.png,52,V
204,hasy-capital-letters-imgs/v2-00204.png,52,V
205,hasy-capital-letters-imgs/v2-00205.png,52,V
206,hasy-capital-letters-imgs/v2-00206.png,52,V
207,hasy-capital-letters-imgs/v2-00207.png,53,W
208,hasy-capital-letters-imgs/v2-00208.png,53,W
209,hasy-capital-letters-imgs/v2-00209.png,53,W
210,hasy-capital-letters-imgs/v2-00210.png,53,W
211,hasy-capital-letters-imgs/v2-00211.png,53,W
212,hasy-capital-letters-imgs/v2-00212.png,53,W
213,hasy-capital-letters-imgs/v2-00213.png,54,X
214,hasy-capital-letters-imgs/v2-00214.png,54,X
215,hasy-capital-letters-imgs/v2-00215.png,54,X
216,hasy-capital-letters-imgs/v2-00216.png,54,X
217,hasy-capital-letters-imgs/v2-00217.png,54,X
218,hasy-capital-letters-imgs/v2-00218.png,54,X
219,hasy-capital-letters-imgs/v2-00219.png,55,Y
220,hasy-capital-letters-imgs/v2-00220.png,55,Y
221,hasy-capital-letters-imgs/v2-00221.png,55,Y
222,hasy-capital-letters-imgs/v2-00222.png,55,Y
223,hasy-capital-letters-imgs/v2-00223.png,55,Y
224,hasy-capital-letters-imgs/v2-00224.png,55,Y
225,hasy-capital-letters-imgs/v2-00225.png,56,Z
226,hasy-capital-letters-imgs/v2-00226.png,56,Z
227,hasy-capital-letters-imgs/v2-00227.png,56,Z
228,hasy-capital-letters-imgs/v2-00228.png,56,Z
229,hasy-capital-letters-imgs/v2-00229.png,56,Z
230,hasy-capital-letters-imgs/v2-00230.png,56,Z
231,hasy-capital-letters-imgs/v2-00231.png,56,Z
232,hasy-capital-letters-imgs/v2-00232.png,56,Z
233,hasy-capital-letters-imgs/41_00329.png,31,A
234,hasy-capital-letters-imgs/41_00315.png,31,A
235,hasy-capital-letters-imgs/41_00301.png,31,A
236,hasy-capital-letters-imgs/41_00117.png,31,A
237,hasy-capital-letters-imgs/41_00103.png,31,A
238,hasy-capital-letters-imgs/41_00063.png,31,A
239,hasy-capital-letters-imgs/41_00077.png,31,A
240,hasy-capital-letters-imgs/41_00088.png,31,A
241,hasy-capital-letters-imgs/41_00249.png,31,A
242,hasy-capital-letters-imgs/41_00261.png,31,A
243,hasy-capital-letters-imgs/41_00275.png,31,A
244,hasy-capital-letters-imgs/41_00274.png,31,A
245,hasy-capital-letters-imgs/41_00260.png,31,A
246,hasy-capital-letters-imgs/41_00248.png,31,A
247,hasy-capital-letters-imgs/41_00089.png,31,A
248,hasy-capital-letters-imgs/41_00076.png,31,A
249,hasy-capital-letters-imgs/41_00062.png,31,A
250,hasy-capital-letters-imgs/41_00102.png,31,A
251,hasy-capital-letters-imgs/41_00116.png,31,A
252,hasy-capital-letters-imgs/41_00300.png,31,A
253,hasy-capital-letters-imgs/41_00314.png,31,A
254,hasy-capital-letters-imgs/41_00328.png,31,A
255,hasy-capital-letters-imgs/41_00302.png,31,A
256,hasy-capital-letters-imgs/41_00316.png,31,A
257,hasy-capital-letters-imgs/41_00128.png,31,A
258,hasy-capital-letters-imgs/41_00100.png,31,A
259,hasy-capital-letters-imgs/41_00114.png,31,A
260,hasy-capital-letters-imgs/41_00048.png,31,A
261,hasy-capital-letters-imgs/41_00074.png,31,A
262,hasy-capital-letters-imgs/41_00060.png,31,A
263,hasy-capital-letters-imgs/41_00276.png,31,A
264,hasy-capital-letters-imgs/41_00262.png,31,A
265,hasy-capital-letters-imgs/41_00289.png,31,A
266,hasy-capital-letters-imgs/41_00288.png,31,A
267,hasy-capital-letters-imgs/41_00263.png,31,A
268,hasy-capital-letters-imgs/41_00277.png,31,A
269,hasy-capital-letters-imgs/41_00061.png,31,A
270,hasy-capital-letters-imgs/41_00075.png,31,A
271,hasy-capital-letters-imgs/41_00049.png,31,A
272,hasy-capital-letters-imgs/41_00115.png,31,A
273,hasy-capital-letters-imgs/41_00101.png,31,A
274,hasy-capital-letters-imgs/41_00129.png,31,A
275,hasy-capital-letters-imgs/41_00317.png,31,A
276,hasy-capital-letters-imgs/41_00303.png,31,A
277,hasy-capital-letters-imgs/41_00307.png,31,A
278,hasy-capital-letters-imgs/41_00313.png,31,A
279,hasy-capital-letters-imgs/41_00105.png,31,A
280,hasy-capital-letters-imgs/41_00111.png,31,A
281,hasy-capital-letters-imgs/41_00139.png,31,A
282,hasy-capital-letters-imgs/41_00071.png,31,A
283,hasy-capital-letters-imgs/41_00065.png,31,A
284,hasy-capital-letters-imgs/41_00059.png,31,A
285,hasy-capital-letters-imgs/41_00273.png,31,A
286,hasy-capital-letters-imgs/41_00267.png,31,A
287,hasy-capital-letters-imgs/41_00298.png,31,A
288,hasy-capital-letters-imgs/41_00299.png,31,A
289,hasy-capital-letters-imgs/41_00266.png,31,A
290,hasy-capital-letters-imgs/41_00272.png,31,A
291,hasy-capital-letters-imgs/41_00058.png,31,A
292,hasy-capital-letters-imgs/41_00064.png,31,A
293,hasy-capital-letters-imgs/41_00070.png,31,A
294,hasy-capital-letters-imgs/41_00138.png,31,A
295,hasy-capital-letters-imgs/41_00110.png,31,A
296,hasy-capital-letters-imgs/41_00104.png,31,A
297,hasy-capital-letters-imgs/41_00312.png,31,A
298,hasy-capital-letters-imgs/41_00306.png,31,A
299,hasy-capital-letters-imgs/41_00310.png,31,A
300,hasy-capital-letters-imgs/41_00304.png,31,A
301,hasy-capital-letters-imgs/41_00338.png,31,A
302,hasy-capital-letters-imgs/41_00112.png,31,A
303,hasy-capital-letters-imgs/41_00106.png,31,A
304,hasy-capital-letters-imgs/41_00066.png,31,A
305,hasy-capital-letters-imgs/41_00072.png,31,A
306,hasy-capital-letters-imgs/41_00099.png,31,A
307,hasy-capital-letters-imgs/41_00264.png,31,A
308,hasy-capital-letters-imgs/41_00270.png,31,A
309,hasy-capital-letters-imgs/41_00258.png,31,A
310,hasy-capital-letters-imgs/41_00259.png,31,A
311,hasy-capital-letters-imgs/41_00271.png,31,A
312,hasy-capital-letters-imgs/41_00265.png,31,A
313,hasy-capital-letters-imgs/41_00098.png,31,A
314,hasy-capital-letters-imgs/41_00073.png,31,A
315,hasy-capital-letters-imgs/41_00067.png,31,A
316,hasy-capital-letters-imgs/41_00107.png,31,A
317,hasy-capital-letters-imgs/41_00113.png,31,A
318,hasy-capital-letters-imgs/41_00339.png,31,A
319,hasy-capital-letters-imgs/41_00305.png,31,A
320,hasy-capital-letters-imgs/41_00311.png,31,A
321,hasy-capital-letters-imgs/41_00376.png,31,A
322,hasy-capital-letters-imgs/41_00362.png,31,A
323,hasy-capital-letters-imgs/41_00148.png,31,A
324,hasy-capital-letters-imgs/41_00174.png,31,A
325,hasy-capital-letters-imgs/41_00160.png,31,A
326,hasy-capital-letters-imgs/41_00028.png,31,A
327,hasy-capital-letters-imgs/41_00000.png,31,A
328,hasy-capital-letters-imgs/41_00014.png,31,A
329,hasy-capital-letters-imgs/41_00202.png,31,A
330,hasy-capital-letters-imgs/41_00216.png,31,A
331,hasy-capital-letters-imgs/41_00217.png,31,A
332,hasy-capital-letters-imgs/41_00203.png,31,A
333,hasy-capital-letters-imgs/41_00015.png,31,A
334,hasy-capital-letters-imgs/41_00001.png,31,A
335,hasy-capital-letters-imgs/41_00029.png,31,A
336,hasy-capital-letters-imgs/41_00161.png,31,A
337,hasy-capital-letters-imgs/41_00175.png,31,A
338,hasy-capital-letters-imgs/41_00149.png,31,A
339,hasy-capital-letters-imgs/41_00363.png,31,A
340,hasy-capital-letters-imgs/41_00377.png,31,A
341,hasy-capital-letters-imgs/41_00349.png,31,A
342,hasy-capital-letters-imgs/41_00361.png,31,A
343,hasy-capital-letters-imgs/41_00375.png,31,A
344,hasy-capital-letters-imgs/41_00163.png,31,A
345,hasy-capital-letters-imgs/41_00177.png,31,A
346,hasy-capital-letters-imgs/41_00188.png,31,A
347,hasy-capital-letters-imgs/41_00017.png,31,A
348,hasy-capital-letters-imgs/41_00003.png,31,A
349,hasy-capital-letters-imgs/41_00229.png,31,A
350,hasy-capital-letters-imgs/41_00215.png,31,A
351,hasy-capital-letters-imgs/41_00201.png,31,A
352,hasy-capital-letters-imgs/41_00200.png,31,A
353,hasy-capital-letters-imgs/41_00214.png,31,A
354,hasy-capital-letters-imgs/41_00228.png,31,A
355,hasy-capital-letters-imgs/41_00002.png,31,A
356,hasy-capital-letters-imgs/41_00016.png,31,A
357,hasy-capital-letters-imgs/41_00189.png,31,A
358,hasy-capital-letters-imgs/41_00176.png,31,A
359,hasy-capital-letters-imgs/41_00162.png,31,A
360,hasy-capital-letters-imgs/41_00374.png,31,A
361,hasy-capital-letters-imgs/41_00360.png,31,A
362,hasy-capital-letters-imgs/41_00348.png,31,A
363,hasy-capital-letters-imgs/41_00364.png,31,A
364,hasy-capital-letters-imgs/41_00370.png,31,A
365,hasy-capital-letters-imgs/41_00358.png,31,A
366,hasy-capital-letters-imgs/41_00166.png,31,A
367,hasy-capital-letters-imgs/41_00172.png,31,A
368,hasy-capital-letters-imgs/41_00199.png,31,A
369,hasy-capital-letters-imgs/41_00012.png,31,A
370,hasy-capital-letters-imgs/41_00006.png,31,A
371,hasy-capital-letters-imgs/41_00210.png,31,A
372,hasy-capital-letters-imgs/41_00204.png,31,A
373,hasy-capital-letters-imgs/41_00238.png,31,A
374,hasy-capital-letters-imgs/41_00239.png,31,A
375,hasy-capital-letters-imgs/41_00205.png,31,A
376,hasy-capital-letters-imgs/41_00211.png,31,A
377,hasy-capital-letters-imgs/41_00007.png,31,A
378,hasy-capital-letters-imgs/41_00013.png,31,A
379,hasy-capital-letters-imgs/41_00198.png,31,A
380,hasy-capital-letters-imgs/41_00173.png,31,A
381,hasy-capital-letters-imgs/41_00167.png,31,A
382,hasy-capital-letters-imgs/41_00359.png,31,A
383,hasy-capital-letters-imgs/41_00371.png,31,A
384,hasy-capital-letters-imgs/41_00365.png,31,A
385,hasy-capital-letters-imgs/41_00373.png,31,A
386,hasy-capital-letters-imgs/41_00367.png,31,A
387,hasy-capital-letters-imgs/41_00171.png,31,A
388,hasy-capital-letters-imgs/41_00165.png,31,A
389,hasy-capital-letters-imgs/41_00159.png,31,A
390,hasy-capital-letters-imgs/41_00005.png,31,A
391,hasy-capital-letters-imgs/41_00011.png,31,A
392,hasy-capital-letters-imgs/41_00039.png,31,A
393,hasy-capital-letters-imgs/41_00207.png,31,A
394,hasy-capital-letters-imgs/41_00213.png,31,A
395,hasy-capital-letters-imgs/41_00212.png,31,A
396,hasy-capital-letters-imgs/41_00206.png,31,A
397,hasy-capital-letters-imgs/41_00038.png,31,A
398,hasy-capital-letters-imgs/41_00010.png,31,A
399,hasy-capital-letters-imgs/41_00004.png,31,A
400,hasy-capital-letters-imgs/41_00158.png,31,A
401,hasy-capital-letters-imgs/41_00164.png,31,A
402,hasy-capital-letters-imgs/41_00170.png,31,A
403,hasy-capital-letters-imgs/41_00366.png,31,A
404,hasy-capital-letters-imgs/41_00372.png,31,A
405,hasy-capital-letters-imgs/41_00357.png,31,A
406,hasy-capital-letters-imgs/41_00343.png,31,A
407,hasy-capital-letters-imgs/41_00380.png,31,A
408,hasy-capital-letters-imgs/41_00169.png,31,A
409,hasy-capital-letters-imgs/41_00155.png,31,A
410,hasy-capital-letters-imgs/41_00141.png,31,A
411,hasy-capital-letters-imgs/41_00196.png,31,A
412,hasy-capital-letters-imgs/41_00182.png,31,A
413,hasy-capital-letters-imgs/41_00009.png,31,A
414,hasy-capital-letters-imgs/41_00021.png,31,A
415,hasy-capital-letters-imgs/41_00035.png,31,A
416,hasy-capital-letters-imgs/41_00223.png,31,A
417,hasy-capital-letters-imgs/41_00237.png,31,A
418,hasy-capital-letters-imgs/41_00236.png,31,A
419,hasy-capital-letters-imgs/41_00222.png,31,A
420,hasy-capital-letters-imgs/41_00034.png,31,A
421,hasy-capital-letters-imgs/41_00020.png,31,A
422,hasy-capital-letters-imgs/41_00008.png,31,A
423,hasy-capital-letters-imgs/41_00183.png,31,A
424,hasy-capital-letters-imgs/41_00197.png,31,A
425,hasy-capital-letters-imgs/41_00140.png,31,A
426,hasy-capital-letters-imgs/41_00154.png,31,A
427,hasy-capital-letters-imgs/41_00168.png,31,A
428,hasy-capital-letters-imgs/41_00381.png,31,A
429,hasy-capital-letters-imgs/41_00342.png,31,A
430,hasy-capital-letters-imgs/41_00356.png,31,A
431,hasy-capital-letters-imgs/41_00368.png,31,A
432,hasy-capital-letters-imgs/41_00340.png,31,A
433,hasy-capital-letters-imgs/41_00354.png,31,A
434,hasy-capital-letters-imgs/41_00383.png,31,A
435,hasy-capital-letters-imgs/41_00142.png,31,A
436,hasy-capital-letters-imgs/41_00156.png,31,A
437,hasy-capital-letters-imgs/41_00181.png,31,A
438,hasy-capital-letters-imgs/41_00195.png,31,A
439,hasy-capital-letters-imgs/41_00036.png,31,A
440,hasy-capital-letters-imgs/41_00022.png,31,A
441,hasy-capital-letters-imgs/41_00208.png,31,A
442,hasy-capital-letters-imgs/41_00234.png,31,A
443,hasy-capital-letters-imgs/41_00220.png,31,A
444,hasy-capital-letters-imgs/41_00221.png,31,A
445,hasy-capital-letters-imgs/41_00235.png,31,A
446,hasy-capital-letters-imgs/41_00209.png,31,A
447,hasy-capital-letters-imgs/41_00023.png,31,A
448,hasy-capital-letters-imgs/41_00037.png,31,A
449,hasy-capital-letters-imgs/41_00194.png,31,A
450,hasy-capital-letters-imgs/41_00180.png,31,A
451,hasy-capital-letters-imgs/41_00157.png,31,A
452,hasy-capital-letters-imgs/41_00143.png,31,A
453,hasy-capital-letters-imgs/41_00382.png,31,A
454,hasy-capital-letters-imgs/41_00355.png,31,A
455,hasy-capital-letters-imgs/41_00341.png,31,A
456,hasy-capital-letters-imgs/41_00369.png,31,A
457,hasy-capital-letters-imgs/41_00345.png,31,A
458,hasy-capital-letters-imgs/41_00351.png,31,A
459,hasy-capital-letters-imgs/41_00379.png,31,A
460,hasy-capital-letters-imgs/41_00147.png,31,A
461,hasy-capital-letters-imgs/41_00153.png,31,A
462,hasy-capital-letters-imgs/41_00184.png,31,A
463,hasy-capital-letters-imgs/41_00190.png,31,A
464,hasy-capital-letters-imgs/41_00033.png,31,A
465,hasy-capital-letters-imgs/41_00027.png,31,A
466,hasy-capital-letters-imgs/41_00231.png,31,A
467,hasy-capital-letters-imgs/41_00225.png,31,A
468,hasy-capital-letters-imgs/41_00219.png,31,A
469,hasy-capital-letters-imgs/41_00218.png,31,A
470,hasy-capital-letters-imgs/41_00224.png,31,A
471,hasy-capital-letters-imgs/41_00230.png,31,A
472,hasy-capital-letters-imgs/41_00026.png,31,A
473,hasy-capital-letters-imgs/41_00032.png,31,A
474,hasy-capital-letters-imgs/41_00191.png,31,A
475,hasy-capital-letters-imgs/41_00185.png,31,A
476,hasy-capital-letters-imgs/41_00152.png,31,A
477,hasy-capital-letters-imgs/41_00146.png,31,A
478,hasy-capital-letters-imgs/41_00378.png,31,A
479,hasy-capital-letters-imgs/41_00350.png,31,A
480,hasy-capital-letters-imgs/41_00344.png,31,A
481,hasy-capital-letters-imgs/41_00352.png,31,A
482,hasy-capital-letters-imgs/41_00346.png,31,A
483,hasy-capital-letters-imgs/41_00150.png,31,A
484,hasy-capital-letters-imgs/41_00144.png,31,A
485,hasy-capital-letters-imgs/41_00178.png,31,A
486,hasy-capital-letters-imgs/41_00193.png,31,A
487,hasy-capital-letters-imgs/41_00187.png,31,A
488,hasy-capital-letters-imgs/41_00024.png,31,A
489,hasy-capital-letters-imgs/41_00030.png,31,A
490,hasy-capital-letters-imgs/41_00018.png,31,A
491,hasy-capital-letters-imgs/41_00226.png,31,A
492,hasy-capital-letters-imgs/41_00232.png,31,A
493,hasy-capital-letters-imgs/41_00233.png,31,A
494,hasy-capital-letters-imgs/41_00227.png,31,A
495,hasy-capital-letters-imgs/41_00019.png,31,A
496,hasy-capital-letters-imgs/41_00031.png,31,A
497,hasy-capital-letters-imgs/41_00025.png,31,A
498,hasy-capital-letters-imgs/41_00186.png,31,A
499,hasy-capital-letters-imgs/41_00192.png,31,A
500,hasy-capital-letters-imgs/41_00179.png,31,A
501,hasy-capital-letters-imgs/41_00145.png,31,A
502,hasy-capital-letters-imgs/41_00151.png,31,A
503,hasy-capital-letters-imgs/41_00384.png,31,A
504,hasy-capital-letters-imgs/41_00347.png,31,A
505,hasy-capital-letters-imgs/41_00353.png,31,A
506,hasy-capital-letters-imgs/41_00308.png,31,A
507,hasy-capital-letters-imgs/41_00334.png,31,A
